,p_id,score,num_comments,p_timestamp,direct_reply_comments,direct_comments_proportion,median_direct_reply_time,min_reply_time,P_Sent_Neg,P_Sent_Neu,P_Sent_Pos,P_Sent_Com,median_comment_length,C_Sent_Neg,C_Sent_Neu,C_Sent_Pos,C_Sent_Com,Diff_Sent_Neg,Diff_Sent_Neu,Diff_Sent_Pos,Diff_Sent_Com,C_Neg_Feelings,C_Suicide_Act,C_Goal,C_Medical,C_FPS,P_Neg_Feelings,P_Suicide_Act,P_Goal,P_Medical,P_FPS
156,dzk14f,1,1,2019-11-21 16:26:09,1.0,1.0,126.63333333333334,126.63333333333334,0.252,0.567,0.181,-0.8591,14.0,0.13,0.87,0.0,-0.0516,-0.122,0.30300000000000005,-0.181,0.8075,0.3,0.2,0.3,0.0,0.0,0.1724137931034483,0.20689655172413793,0.1724137931034483,0.1724137931034483,0.1896551724137931
157,dzff05,5,0,2019-11-21 08:50:23,,0.0,,,0.311,0.689,0.0,-0.3089,1.0,0.0,1.0,0.0,0.0,-0.311,0.31100000000000005,0.0,0.3089,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0
158,dzg693,3,2,2019-11-21 10:12:48,2.0,1.0,167.7,12.683333333333334,0.26,0.625,0.115,-0.7783,30.0,0.2215,0.5775,0.2005,0.14730000000000001,-0.038500000000000006,-0.04749999999999999,0.0855,0.9256,0.11952861952861953,0.10942760942760943,0.11952861952861953,0.06397306397306397,0.16498316498316498,0.11764705882352941,0.08823529411764706,0.17647058823529413,0.08823529411764706,0.17647058823529413
159,dzjtba,1,1,2019-11-21 16:09:00,1.0,1.0,4.583333333333333,4.583333333333333,0.089,0.832,0.079,-0.4033,23.0,0.0,0.818,0.182,0.4404,-0.089,-0.014000000000000012,0.103,0.8437,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.0,0.15819209039548024,0.12429378531073447,0.14689265536723164,0.13559322033898305,0.1016949152542373
160,dzg35p,3,11,2019-11-21 10:03:11,5.0,0.45454545454545453,32.7,9.6,0.21400000000000002,0.604,0.18100000000000002,-0.38180000000000003,10.0,0.125,0.6555,0.0,0.0,-0.08900000000000002,0.05149999999999999,-0.18100000000000002,0.38180000000000003,0.225,0.0,0.0,0.0196078431372549,0.0,0.06666666666666667,0.2,0.06666666666666667,0.06666666666666667,0.06666666666666667
161,dzjndv,1,1,2019-11-21 15:55:50,1.0,1.0,21.283333333333335,21.283333333333335,0.2,0.61,0.19,-0.6597,131.0,0.098,0.512,0.39,0.9801,-0.10200000000000001,-0.09799999999999998,0.2,1.6398,0.05714285714285714,0.014285714285714285,0.11428571428571428,0.014285714285714285,0.02857142857142857,0.1559633027522936,0.12844036697247707,0.14220183486238533,0.13302752293577982,0.13761467889908258
162,dz4clc,52,19,2019-11-20 18:25:41,16.0,0.8421052631578947,251.775,7.416666666666667,0.22699999999999995,0.578,0.19499999999999998,-0.5129,8.0,0.0,0.689,0.237,0.0258,-0.22699999999999995,0.11099999999999999,0.04200000000000001,0.5387000000000001,0.0,0.0,0.0,0.0,0.0,0.16279069767441862,0.11627906976744186,0.1511627906976744,0.11627906976744186,0.11627906976744186
163,dzjlzq,1,14,2019-11-21 15:52:38,5.0,0.35714285714285715,16.2,1.8833333333333333,0.06499999999999997,0.8060000000000002,0.129,0.3818000000000001,44.5,0.173,0.649,0.16349999999999998,-0.376,0.10800000000000001,-0.15700000000000014,0.034499999999999975,-0.7578,0.12931995540691194,0.0942350332594235,0.14135254988913526,0.08545454545454545,0.11784897025171624,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.08695652173913043
164,dzh2uk,2,1,2019-11-21 11:56:40,1.0,1.0,90.3,90.3,0.0,0.0,0.0,0.0,25.0,0.0,0.663,0.337,0.7269,0.0,0.663,0.337,0.7269,0.1875,0.1875,0.25,0.125,0.1875,0.0,0.0,0.0,0.0,0.0
165,dz6k6v,33,2,2019-11-20 21:02:04,2.0,1.0,268.15833333333336,239.03333333333333,0.318,0.601,0.081,-0.9786,91.5,0.185,0.6385000000000001,0.177,0.09265000000000001,-0.133,0.03750000000000009,0.09599999999999999,1.07125,0.12438271604938271,0.03117283950617284,0.07438271604938271,0.03734567901234568,0.03734567901234568,0.14150943396226415,0.12264150943396226,0.12264150943396226,0.11320754716981132,0.11320754716981132
166,dzft9g,3,3,2019-11-21 09:33:06,2.0,0.6666666666666666,11.091666666666667,2.2,0.36400000000000005,0.578,0.058,-0.7845,30.0,0.418,0.511,0.0,-0.8226,0.05399999999999994,-0.06699999999999995,-0.058,-0.03810000000000002,0.13333333333333333,0.0,0.12,0.0,0.04,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.1111111111111111
167,dzj215,1,1,2019-11-21 15:06:35,1.0,1.0,5.2,5.2,0.088,0.585,0.327,0.8644,6.0,0.0,0.617,0.383,0.4767,-0.088,0.03200000000000003,0.055999999999999994,-0.38769999999999993,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.125,0.0,0.0625,0.03125,0.0
168,dzel48,4,2,2019-11-21 07:26:07,2.0,1.0,7.208333333333333,6.816666666666666,0.33,0.401,0.269,-0.8885,60.5,0.1985,0.4635,0.33799999999999997,-0.05880000000000002,-0.1315,0.0625,0.06899999999999995,0.8296999999999999,0.10512820512820513,0.06666666666666667,0.03333333333333333,0.022222222222222223,0.022222222222222223,0.18666666666666668,0.12,0.18666666666666668,0.16,0.12
169,dzd238,6,3,2019-11-21 05:11:51,3.0,1.0,47.5,4.733333333333333,0.387,0.549,0.064,-0.9824,11.0,0.0,1.0,0.0,0.0,-0.387,0.45099999999999996,-0.064,0.9824,0.25,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.22972972972972974,0.17567567567567569,0.14864864864864866,0.14864864864864866,0.13513513513513514
170,dzgmo3,2,0,2019-11-21 11:07:11,,0.0,,,0.196,0.756,0.048,-0.765,1.0,0.0,1.0,0.0,0.0,-0.196,0.244,-0.048,0.765,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.06521739130434782,0.08695652173913043,0.043478260869565216,0.043478260869565216
171,dzbc65,7,2,2019-11-21 02:53:48,2.0,1.0,97.43333333333334,10.65,0.415,0.478,0.107,-0.8519,7.5,0.2025,0.619,0.1785,-0.05135,-0.21249999999999997,0.14100000000000001,0.0715,0.80055,0.1,0.1,0.325,0.1,0.325,0.14285714285714285,0.14285714285714285,0.17857142857142858,0.14285714285714285,0.35714285714285715
172,dzfal1,4,0,2019-11-21 08:37:01,,0.0,,,0.189,0.68,0.132,-0.7906,1.0,0.0,1.0,0.0,0.0,-0.189,0.31999999999999995,-0.132,0.7906,0.0,0.0,0.0,0.0,0.0,0.13157894736842105,0.08771929824561403,0.10526315789473684,0.10526315789473684,0.09649122807017543
173,dzcfe2,5,1,2019-11-21 04:21:10,1.0,1.0,40.016666666666666,40.016666666666666,0.177,0.606,0.217,0.2144,38.0,0.072,0.605,0.323,0.8271,-0.105,-0.0010000000000000009,0.10600000000000001,0.6126999999999999,0.0,0.0,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.10810810810810811,0.08108108108108109,0.12162162162162163,0.06756756756756757,0.10810810810810811
174,dzi97h,1,0,2019-11-21 13:56:49,,0.0,,,0.466,0.445,0.089,-0.9737,1.0,0.0,1.0,0.0,0.0,-0.466,0.5549999999999999,-0.089,0.9737,0.0,0.0,0.0,0.0,0.0,0.12195121951219512,0.024390243902439025,0.07317073170731707,0.0,0.07317073170731707
175,dzi90z,1,4,2019-11-21 13:56:22,2.0,0.5,20.95,7.733333333333333,0.063,0.516,0.421,0.9595,8.5,0.0,0.794,0.206,0.24695,-0.063,0.278,-0.215,-0.71255,0.0625,0.0,0.0625,0.0,0.0625,0.12244897959183673,0.12244897959183673,0.10204081632653061,0.061224489795918366,0.061224489795918366
176,dzg4vs,2,4,2019-11-21 10:08:27,2.0,0.5,28.35,20.0,0.256,0.533,0.211,-0.9321,9.0,0.35250000000000004,0.625,0.0,-0.26695,0.09650000000000003,0.09199999999999997,-0.211,0.66515,0.20833333333333331,0.018518518518518517,0.13657407407407407,0.08101851851851852,0.13657407407407407,0.09027777777777778,0.041666666666666664,0.04861111111111111,0.041666666666666664,0.041666666666666664
177,dzcaj0,8,4,2019-11-21 04:10:15,3.0,0.75,23.8,4.4,0.345,0.505,0.15,-0.984,29.5,0.0185,0.6325000000000001,0.349,0.7902,-0.32649999999999996,0.12750000000000006,0.19899999999999998,1.7742,0.10555555555555556,0.04444444444444444,0.06944444444444445,0.016666666666666666,0.016666666666666666,0.1452991452991453,0.10256410256410256,0.11965811965811966,0.09401709401709402,0.09401709401709402
178,dzdqi8,5,1,2019-11-21 06:08:50,1.0,1.0,532.8333333333334,532.8333333333334,0.0,0.488,0.512,0.8591,21.0,0.318,0.519,0.162,-0.34,0.318,0.031000000000000028,-0.35,-1.1991,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.1875,0.125,0.1875,0.125,0.1875
179,dz8nwh,11,1,2019-11-20 23:37:00,1.0,1.0,53.93333333333333,53.93333333333333,0.258,0.608,0.134,-0.9617,95.0,0.195,0.603,0.202,0.1027,-0.063,-0.0050000000000000044,0.068,1.0644,0.13043478260869565,0.06521739130434782,0.10869565217391304,0.08695652173913043,0.08695652173913043,0.12931034482758622,0.1206896551724138,0.1206896551724138,0.11206896551724138,0.10344827586206896
180,dzekqo,3,10,2019-11-21 07:25:10,4.0,0.4,10.816666666666666,9.0,0.2879999999999999,0.535,0.17599999999999996,-0.8807,4.0,0.0,0.673,0.103,0.148,-0.2879999999999999,0.138,-0.07299999999999997,1.0287,0.0,0.0,0.038461538461538464,0.0,0.0,0.16129032258064516,0.06451612903225806,0.11290322580645161,0.06451612903225806,0.0967741935483871
181,dzegwc,3,31,2019-11-21 07:14:49,8.0,0.25806451612903225,116.1,28.75,0.19599999999999998,0.6129999999999997,0.19099999999999992,-0.3399999999999999,15.0,0.0,0.588,0.253,0.168,-0.19599999999999998,-0.02499999999999969,0.06200000000000008,0.5079999999999999,0.12956810631229235,0.0,0.11437908496732026,0.0,0.038461538461538464,0.12307692307692308,0.1076923076923077,0.13846153846153847,0.1076923076923077,0.13846153846153847
182,dzef3b,3,3,2019-11-21 07:10:06,1.0,0.3333333333333333,661.0,661.0,0.055,0.359,0.586,0.9234,5.0,0.0,1.0,0.0,0.0,-0.055,0.641,-0.586,-0.9234,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.2,0.0,0.06666666666666667,0.0,0.0
183,dze8jd,3,0,2019-11-21 06:53:03,,0.0,,,0.194,0.628,0.179,0.228,1.0,0.0,1.0,0.0,0.0,-0.194,0.372,-0.179,-0.228,0.0,0.0,0.0,0.0,0.0,0.07936507936507936,0.07936507936507936,0.06349206349206349,0.07936507936507936,0.06349206349206349
184,dz51z4,25,6,2019-11-20 19:16:12,5.0,0.8333333333333334,196.65,43.85,0.041,0.681,0.277,0.8720000000000001,34.0,0.091,0.586,0.293,0.4404,0.049999999999999996,-0.09500000000000008,0.01599999999999996,-0.4316000000000001,0.19298245614035087,0.08771929824561403,0.14035087719298245,0.11403508771929824,0.16666666666666666,0.15384615384615385,0.12307692307692308,0.13846153846153847,0.12307692307692308,0.12307692307692308
185,dze5so,3,8,2019-11-21 06:46:29,2.0,0.25,6.116666666666667,1.9666666666666668,0.08399999999999999,0.734,0.18199999999999997,0.9411000000000003,28.5,0.0,0.729,0.1955,0.37815,-0.08399999999999999,-0.0050000000000000044,0.01350000000000004,-0.5629500000000003,0.13636363636363635,0.09090909090909091,0.1575757575757576,0.09090909090909091,0.09090909090909091,0.11333333333333333,0.10666666666666667,0.13333333333333333,0.11333333333333333,0.12666666666666668
186,dzfhbk,2,0,2019-11-21 08:57:00,,0.0,,,0.262,0.738,0.0,-0.5994,1.0,0.0,1.0,0.0,0.0,-0.262,0.262,0.0,0.5994,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.2,0.2,0.13333333333333333,0.13333333333333333
187,dze0f4,3,0,2019-11-21 06:32:55,,0.0,,,0.366,0.366,0.268,-0.2023,1.0,0.0,1.0,0.0,0.0,-0.366,0.634,-0.268,0.2023,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666
188,dzheaf,1,9,2019-11-21 12:29:34,1.0,0.1111111111111111,25.85,25.85,0.2770000000000001,0.694,0.029,-0.9657,72.0,0.102,0.645,0.177,0.6249,-0.1750000000000001,-0.04899999999999993,0.148,1.5906,0.20689655172413793,0.07377049180327869,0.13114754098360656,0.11538461538461539,0.09016393442622951,0.17721518987341772,0.13924050632911392,0.13924050632911392,0.12658227848101267,0.1518987341772152
189,dzcvww,4,2,2019-11-21 04:58:00,2.0,1.0,13.208333333333334,3.25,0.149,0.426,0.426,0.3818,44.5,0.0415,0.744,0.2145,0.48765,-0.10749999999999998,0.318,-0.2115,0.10585,0.04081632653061224,0.04081632653061224,0.12244897959183673,0.030612244897959183,0.07142857142857142,0.0,0.0,0.0,0.0,0.0
190,dzafp0,6,8,2019-11-21 01:43:34,2.0,0.25,129.55833333333334,5.1,0.287,0.454,0.25899999999999995,-0.5963000000000002,20.0,0.2515,0.5854999999999999,0.1175,-0.318,-0.035499999999999976,0.1314999999999999,-0.14149999999999996,0.27830000000000016,0.1396103896103896,0.03571428571428571,0.07853535353535354,0.0698051948051948,0.022727272727272728,0.1568627450980392,0.11764705882352941,0.11764705882352941,0.0784313725490196,0.09803921568627451
191,dyv26d,358,17,2019-11-20 04:12:44,8.0,0.47058823529411764,204.34166666666664,2.85,0.05100000000000001,0.6079999999999999,0.34100000000000014,0.8977000000000003,12.0,0.0,0.3615,0.5549999999999999,0.7783,-0.05100000000000001,-0.24649999999999989,0.2139999999999998,-0.11940000000000028,0.125,0.03333333333333333,0.125,0.0,0.038461538461538464,0.0625,0.03125,0.0625,0.03125,0.0625
192,dzcj8o,2,2,2019-11-21 04:29:45,1.0,0.5,14.483333333333333,14.483333333333333,0.261,0.514,0.225,-0.6259,56.0,0.1935,0.495,0.312,0.0,-0.0675,-0.019000000000000017,0.087,0.6259,0.18214285714285713,0.15714285714285714,0.14464285714285713,0.13214285714285715,0.13214285714285715,0.15053763440860216,0.13978494623655913,0.13978494623655913,0.12903225806451613,0.15053763440860216
193,dzh1ve,1,3,2019-11-21 11:53:38,2.0,0.6666666666666666,18.46666666666667,4.816666666666666,0.207,0.599,0.19400000000000003,-0.3109,172.0,0.215,0.615,0.108,-0.9081,0.008000000000000007,0.016000000000000014,-0.08600000000000003,-0.5972,0.16363636363636364,0.10909090909090909,0.15454545454545454,0.10909090909090909,0.11818181818181818,0.13725490196078433,0.11274509803921569,0.12745098039215685,0.11274509803921569,0.11274509803921569
194,dzh138,1,0,2019-11-21 11:51:30,,0.0,,,0.421,0.429,0.15,-0.9221,1.0,0.0,1.0,0.0,0.0,-0.421,0.571,-0.15,0.9221,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.11764705882352941
195,dz9fqf,9,3,2019-11-21 00:31:48,3.0,1.0,152.16666666666666,2.1,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,dz1uv0,48,11,2019-11-20 15:10:45,7.0,0.6363636363636364,342.8833333333333,6.183333333333334,0.22100000000000003,0.578,0.20100000000000004,0.1431,40.0,0.113,0.597,0.262,0.4404,-0.10800000000000003,0.019000000000000017,0.06099999999999997,0.2973,0.16666666666666666,0.07751937984496124,0.125,0.08333333333333333,0.08333333333333333,0.10416666666666667,0.10416666666666667,0.08333333333333333,0.10416666666666667,0.08333333333333333
197,dzgyhz,1,3,2019-11-21 11:43:02,1.0,0.3333333333333333,73.0,73.0,0.309,0.4709999999999999,0.22,-0.7248,23.0,0.152,0.58,0.325,0.4404,-0.157,0.10900000000000004,0.10500000000000001,1.1652,0.15789473684210525,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842
198,dzbdmc,3,2,2019-11-21 02:57:03,2.0,1.0,51.125,40.31666666666667,0.372,0.43,0.197,-0.9621,35.0,0.1555,0.6950000000000001,0.1495,-0.07895000000000002,-0.2165,0.26500000000000007,-0.047500000000000014,0.8831499999999999,0.08941176470588236,0.058823529411764705,0.08941176470588236,0.04941176470588235,0.08941176470588236,0.10144927536231885,0.08695652173913043,0.057971014492753624,0.057971014492753624,0.10144927536231885
199,dzdevh,4,1,2019-11-21 05:41:22,1.0,1.0,59.61666666666667,59.61666666666667,0.518,0.273,0.209,-0.7787,141.0,0.357,0.393,0.25,-0.9633,-0.16100000000000003,0.12,0.04100000000000001,-0.1846000000000001,0.12359550561797752,0.12359550561797752,0.11235955056179775,0.07865168539325842,0.0898876404494382,0.26666666666666666,0.2,0.2,0.2,0.2
200,dzetdt,2,2,2019-11-21 07:48:38,2.0,1.0,26.933333333333334,21.633333333333333,0.191,0.667,0.143,-0.8831,68.0,0.0165,0.4115,0.5720000000000001,0.9654,-0.1745,-0.25550000000000006,0.42900000000000005,1.8485,0.08834586466165413,0.07080200501253132,0.2399749373433584,0.043859649122807015,0.06203007518796992,0.06504065040650407,0.056910569105691054,0.08130081300813008,0.056910569105691054,0.08130081300813008
201,dzguwy,1,0,2019-11-21 11:32:18,,0.0,,,0.295,0.43,0.275,-0.5994,1.0,0.0,1.0,0.0,0.0,-0.295,0.5700000000000001,-0.275,0.5994,0.0,0.0,0.0,0.0,0.0,0.09230769230769231,0.06153846153846154,0.09230769230769231,0.06153846153846154,0.09230769230769231
202,dze8ig,2,0,2019-11-21 06:52:58,,0.0,,,0.223,0.703,0.073,-0.8625,1.0,0.0,1.0,0.0,0.0,-0.223,0.29700000000000004,-0.073,0.8625,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.03571428571428571,0.05357142857142857,0.03571428571428571,0.07142857142857142
203,dze48e,2,0,2019-11-21 06:42:29,,0.0,,,0.243,0.61,0.147,-0.9769,1.0,0.0,1.0,0.0,0.0,-0.243,0.39,-0.147,0.9769,0.0,0.0,0.0,0.0,0.0,0.17982456140350878,0.15789473684210525,0.16228070175438597,0.14912280701754385,0.14035087719298245
204,dzdv8u,2,0,2019-11-21 06:20:18,,0.0,,,0.165,0.663,0.172,-0.9227,1.0,0.0,1.0,0.0,0.0,-0.165,0.33699999999999997,-0.172,0.9227,0.0,0.0,0.0,0.0,0.0,0.10221285563751317,0.09694415173867228,0.10221285563751317,0.09378292939936776,0.10642781875658588
205,dzc60l,4,3,2019-11-21 04:00:01,1.0,0.3333333333333333,3.9833333333333334,3.9833333333333334,0.0,1.0,0.0,0.0,48.0,0.164,0.554,0.242,-0.2406,0.164,-0.44599999999999995,0.242,-0.2406,0.11392405063291139,0.05063291139240506,0.16455696202531644,0.05263157894736842,0.0759493670886076,0.0,0.0,0.0,0.0,0.0
206,dzdljt,2,2,2019-11-21 05:57:11,1.0,0.5,1.7666666666666666,1.7666666666666666,0.14,0.693,0.167,0.3818,21.0,0.289,0.361,0.349,0.25,0.14899999999999997,-0.33199999999999996,0.18199999999999997,-0.13179999999999997,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.09615384615384616,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.057692307692307696
207,dzao8k,5,3,2019-11-21 02:01:23,3.0,1.0,59.63333333333333,9.5,0.351,0.515,0.134,-0.9876,106.0,0.055,0.603,0.342,0.9553,-0.296,0.08799999999999997,0.20800000000000002,1.9429,0.07017543859649122,0.0,0.07317073170731707,0.0,0.017543859649122806,0.11206896551724138,0.11206896551724138,0.12931034482758622,0.10344827586206896,0.10344827586206896
208,dzfsn0,1,1,2019-11-21 09:31:17,1.0,1.0,12.516666666666667,12.516666666666667,0.214,0.717,0.069,-0.8184,45.0,0.277,0.623,0.1,-0.476,0.06300000000000003,-0.09399999999999997,0.031,0.34240000000000004,0.13043478260869565,0.0,0.08695652173913043,0.0,0.043478260869565216,0.19607843137254902,0.17647058823529413,0.1568627450980392,0.19607843137254902,0.1568627450980392
209,dzdgch,2,0,2019-11-21 05:44:48,,0.0,,,0.46,0.443,0.097,-0.9789,1.0,0.0,1.0,0.0,0.0,-0.46,0.5569999999999999,-0.097,0.9789,0.0,0.0,0.0,0.0,0.0,0.16326530612244897,0.16326530612244897,0.14285714285714285,0.14285714285714285,0.14285714285714285
210,dzamuz,4,2,2019-11-21 01:58:10,2.0,1.0,115.89166666666667,31.333333333333332,0.0,0.679,0.321,0.8176,49.5,0.22000000000000003,0.6,0.18,-0.07555,0.22000000000000003,-0.07900000000000007,-0.14100000000000001,-0.89315,0.11203007518796992,0.054887218045112776,0.09548872180451128,0.04060150375939849,0.08120300751879699,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456
211,dz6hx5,10,2,2019-11-20 20:57:35,1.0,0.5,583.5333333333333,583.5333333333333,0.467,0.341,0.192,-0.9538,69.0,0.091,0.6134999999999999,0.29500000000000004,0.6213,-0.376,0.2724999999999999,0.10300000000000004,1.5751,0.10535714285714287,0.09642857142857142,0.1392857142857143,0.12142857142857143,0.0875,0.0625,0.0625,0.0625,0.0625,0.125
212,dzdc49,2,1,2019-11-21 05:35:12,1.0,1.0,138.7,138.7,0.263,0.64,0.096,-0.8315,67.0,0.19,0.768,0.042,-0.3883,-0.07300000000000001,0.128,-0.054,0.44320000000000004,0.034482758620689655,0.0,0.0,0.0,0.0,0.15789473684210525,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.13157894736842105
213,dzfoca,1,1,2019-11-21 09:17:56,,0.0,,,0.226,0.585,0.19,-0.9426,1.0,0.0,1.0,0.0,0.0,-0.226,0.41500000000000004,-0.19,0.9426,0.0,0.0,0.0,0.0,0.0,0.18849840255591055,0.16613418530351437,0.17891373801916932,0.16293929712460065,0.1853035143769968
214,dzd8mc,2,1,2019-11-21 05:26:59,1.0,1.0,269.6333333333333,269.6333333333333,0.17,0.562,0.268,0.4641,2.0,0.0,1.0,0.0,0.0,-0.17,0.43799999999999994,-0.268,-0.4641,0.0,0.0,0.0,0.0,0.0,0.14634146341463414,0.07317073170731707,0.0975609756097561,0.07317073170731707,0.07317073170731707
215,dzd6hs,2,4,2019-11-21 05:22:07,2.0,0.5,302.25,17.933333333333334,0.341,0.529,0.13,-0.9883,26.5,0.0905,0.683,0.20350000000000001,0.0802,-0.25050000000000006,0.15400000000000003,0.07350000000000001,1.0685,0.15559772296015179,0.10618279569892472,0.20098039215686275,0.12333965844402277,0.1366223908918406,0.16030534351145037,0.1450381679389313,0.15267175572519084,0.12213740458015267,0.1297709923664122
216,dzfh0q,1,4,2019-11-21 08:56:08,1.0,0.25,369.56666666666666,369.56666666666666,0.0,1.0,0.0,0.0,3.0,0.45649999999999996,0.45899999999999996,0.0,-0.27695000000000003,0.45649999999999996,-0.541,0.0,-0.27695000000000003,0.0,0.0,0.0,0.0,0.022727272727272728,0.1,0.1,0.1,0.1,0.2
217,dz2kkt,23,18,2019-11-20 16:12:14,6.0,0.3333333333333333,348.53333333333336,57.71666666666667,0.24100000000000008,0.7590000000000002,0.0,-0.5423,6.0,0.0,0.812,0.0,0.0,-0.24100000000000008,0.052999999999999825,0.0,0.5423,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,dyys1j,69,33,2019-11-20 09:42:42,24.0,0.7272727272727273,524.6083333333333,10.1,0.08800000000000004,0.6709999999999997,0.24000000000000016,0.6485999999999996,9.0,0.0,0.439,0.481,0.6597,-0.08800000000000004,-0.2319999999999997,0.24099999999999983,0.011100000000000332,0.25,0.0,0.16666666666666666,0.0,0.0,0.2,0.12,0.12,0.12,0.16
219,dzf8df,1,2,2019-11-21 08:30:39,1.0,0.5,88.46666666666667,88.46666666666667,0.471,0.344,0.185,-0.8736,52.0,0.286,0.566,0.148,-0.4767,-0.185,0.22199999999999998,-0.037000000000000005,0.39690000000000003,0.06666666666666667,0.1,0.1,0.06666666666666667,0.1,0.13636363636363635,0.18181818181818182,0.13636363636363635,0.13636363636363635,0.22727272727272727
220,dzb1ex,3,9,2019-11-21 02:30:28,4.0,0.4444444444444444,68.7,36.63333333333333,0.218,0.6109999999999999,0.17199999999999996,-0.33999999999999997,36.0,0.221,0.506,0.253,0.4588,0.0030000000000000027,-0.10499999999999987,0.08100000000000004,0.7988,0.14285714285714285,0.06756756756756757,0.15,0.07142857142857142,0.07142857142857142,0.13953488372093023,0.11627906976744186,0.11627906976744186,0.09302325581395349,0.13953488372093023
221,dz7aga,8,1,2019-11-20 21:51:52,1.0,1.0,140.91666666666666,140.91666666666666,0.099,0.802,0.098,-0.024,9.0,0.0,0.345,0.655,0.6908,-0.099,-0.4570000000000001,0.557,0.7148,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.10344827586206896,0.08045977011494253,0.09195402298850575,0.06896551724137931,0.09195402298850575
222,dyvub8,147,20,2019-11-20 05:13:34,9.0,0.45,313.8833333333333,33.1,0.2280000000000001,0.5109999999999999,0.26100000000000007,0.6706000000000002,24.0,0.11599999999999999,0.5645,0.2005,0.0,-0.1120000000000001,0.0535000000000001,-0.060500000000000054,-0.6706000000000002,0.14285714285714285,0.08609271523178808,0.16666666666666666,0.057971014492753624,0.06666666666666667,0.10743801652892562,0.049586776859504134,0.0743801652892562,0.049586776859504134,0.049586776859504134
223,dzcind,2,2,2019-11-21 04:28:19,2.0,1.0,20.266666666666666,9.533333333333333,0.248,0.522,0.229,-0.3477,42.0,0.2105,0.5725,0.217,-0.26315,-0.037500000000000006,0.05049999999999999,-0.01200000000000001,0.08455000000000001,0.23776223776223776,0.1456876456876457,0.168997668997669,0.11538461538461539,0.11538461538461539,0.22857142857142856,0.17142857142857143,0.19047619047619047,0.17142857142857143,0.17142857142857143
224,dzc88u,2,2,2019-11-21 04:04:53,1.0,0.5,39.416666666666664,39.416666666666664,0.26,0.577,0.163,-0.9916,45.0,0.125,0.621,0.254,0.44995,-0.135,0.04400000000000004,0.091,1.44155,0.11793611793611794,0.05896805896805897,0.23095823095823095,0.045454545454545456,0.13144963144963145,0.14473684210526316,0.11842105263157894,0.12828947368421054,0.11842105263157894,0.15789473684210525
225,dzc68g,2,2,2019-11-21 04:00:33,2.0,1.0,8.033333333333333,4.283333333333333,0.183,0.643,0.174,-0.1618,81.0,0.1905,0.53,0.279,0.27725,0.007500000000000007,-0.11299999999999999,0.10500000000000004,0.43905,0.17432432432432432,0.0972972972972973,0.15405405405405406,0.10405405405405406,0.10405405405405406,0.18023255813953487,0.13953488372093023,0.1511627906976744,0.13372093023255813,0.12790697674418605
226,dz7epj,6,1,2019-11-20 21:59:56,1.0,1.0,176.1,176.1,0.205,0.587,0.207,-0.2052,53.0,0.234,0.58,0.185,-0.296,0.029000000000000026,-0.007000000000000006,-0.021999999999999992,-0.09079999999999999,0.030303030303030304,0.0,0.06060606060606061,0.030303030303030304,0.06060606060606061,0.17391304347826086,0.13043478260869565,0.14492753623188406,0.13043478260869565,0.13043478260869565
227,dzer1c,2,4,2019-11-21 07:42:16,2.0,0.5,6.325,4.683333333333334,0.285,0.4709999999999999,0.244,-0.5267,49.0,0.172,0.576,0.278,0.5106,-0.11299999999999999,0.10500000000000004,0.03400000000000003,1.0373,0.1111111111111111,0.037037037037037035,0.14814814814814814,0.1111111111111111,0.0,0.09523809523809523,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.047619047619047616
